name,lon,lat,category,road,suburb,city_district,town,city,state,postcode,country,operator,ref,public_transport,station,wheelchair,network
Dyana Line,118.3196513,5.0216344,bus_station,Lorong Renofajar 13,,,Lahad Datu,,Sabah,"91100",Malaysia,,,,,,
Amin Jaya Express,118.3196405,5.0216591,bus_station,Lorong Renofajar 13,,,Lahad Datu,,Sabah,"91100",Malaysia,,,,,,
Sabariah Express,118.3196003,5.021742,bus_station,Lorong Renofajar 13,,,Lahad Datu,,Sabah,"91100",Malaysia,,,,,,
Salam Bumimas Express,118.3195869,5.0217653,bus_station,Lorong Renofajar 13,,,Lahad Datu,,Sabah,"91100",Malaysia,,,,,,
Sri Mutiara Express,118.3195534,5.0218415,bus_station,Lorong Renofajar 12,,,Lahad Datu,,Sabah,"91100",Malaysia,,,,,,
Tung Ma Express,118.3195413,5.0218682,bus_station,Lorong Renofajar 12,,,Lahad Datu,,Sabah,"91100",Malaysia,,,,,,
TransTedar,118.3199389,5.0210506,bus_station,Lorong Renofajar 13,,,Lahad Datu,,Sabah,"91100",Malaysia,,,,,,
Sairah Express,118.3199523,5.0210145,bus_station,Lorong Renofajar 13,,,Lahad Datu,,Sabah,"91100",Malaysia,,,,,,
Sentosa Express (SENEX),118.3199906,5.020933,bus_station,Lorong Renofajar 13,,,Lahad Datu,,Sabah,"91100",Malaysia,,,,,,
Chin's Express,118.3200093,5.0209037,bus_station,Lorong Renofajar 13,,,Lahad Datu,,Sabah,"91100",Malaysia,,,,,,
Transport to KK,116.6655799,5.9534887,bus_station,Jalan Lintas,,,Ranau,,Sabah,"89307",Malaysia,,,,,,
,102.2223987,5.4972801,bus_station,Jalan Kota Bharu – Gua Musang,,,,,Kelantan,,Malaysia,,,station,,,
,102.2226282,5.4972839,bus_station,Jalan Kota Bharu – Gua Musang,,,,,Kelantan,,Malaysia,,,station,,,
A,101.6381934,3.1044109,subway_entrance,Jalan 51A/223,,,,Petaling Jaya,Selangor,"46100",Malaysia,,,,,,
,101.7985863,2.802208,taxi,Jalan Terminal Nilai 1,,,Nilai,,Negeri Sembilan,"71800",Malaysia,,,,,,
,101.724531,3.1604284,taxi,Jalan Ampang,Kampung Datuk Keramat,,,Kuala Lumpur,Kuala Lumpur,"50450",Malaysia,,,,,,
,101.7168783,3.1605928,taxi,Jalan Ampang,Kampung Datuk Keramat,,,Kuala Lumpur,Kuala Lumpur,"50450",Malaysia,,,,,,
,101.699289,3.1562958,taxi,Jalan Munshi Abdullah,,,,Kuala Lumpur,Kuala Lumpur,"50100",Malaysia,,,,,,
,101.754692,3.1819607,taxi,Jalan 1/56,Setiawangsa,,,Kuala Lumpur,Kuala Lumpur,"54200",Malaysia,,,,,,
Jeti Taman Negara Bako,110.4468161,1.7195649,ferry_terminal,Tangung Sapi Trail,,,,,Sarawak,,Malaysia,,,,,,
A,101.6956213,3.1782211,subway_entrance,Jalan 2/48A,Sentul,,,Kuala Lumpur,Kuala Lumpur,"51000",Malaysia,,A,,,,
B,101.6958898,3.1783263,subway_entrance,Jalan 2/48A,Sentul,,,Kuala Lumpur,Kuala Lumpur,"51000",Malaysia,,B,,,,
,100.3694141,6.1137111,taxi,Jalan Stesyen,,,,Alor Setar,Kedah,"05640",Malaysia,,,,,,
Bawong Sentral,101.1389106,4.9928003,bus_station,A19,,,,,Perak,,Malaysia,,,station,,,
,101.6945443,3.155414,subway_entrance,Jalan Kuching (Selatan),,,,Kuala Lumpur,Kuala Lumpur,"50730",Malaysia,,,,,,
,101.6945761,3.1556141,subway_entrance,Jalan Kuching (Selatan),,,,Kuala Lumpur,Kuala Lumpur,"50730",Malaysia,,,,,,
,101.6947209,3.1555269,subway_entrance,Jalan Raja Laut,,,,Kuala Lumpur,Kuala Lumpur,"50350",Malaysia,,,,,,
,100.3998666,5.3776097,taxi,Jalan Perai Jaya 1,Seberang Jaya,,,Bukit Mertajam,Pulau Pinang,"14000",Malaysia,,,,,,
,100.3438952,5.4131567,ferry_terminal,Motorcylcle lane,Central George Town,,,George Town,Pulau Pinang,"10300",Malaysia,,,stop_position,,,
,101.696485,3.1500716,subway_entrance,Jalan Melayu,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50050",Malaysia,,,,,,
,101.6964161,3.1496995,subway_entrance,Jalan Tun Perak,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50050",Malaysia,,,,,,
Oval Damansara,101.6312766,3.1317599,taxi,Damansara Link,,,,Kuala Lumpur,Kuala Lumpur,"47308",Malaysia,,,,,,
,101.6854555,3.1338155,taxi,ERL Departure,,,,Kuala Lumpur,Kuala Lumpur,"50470",Malaysia,,,,,,
,101.7241724,3.1646113,subway_entrance,Lebuhraya Bertingkat Ampang - Kuala Lumpur,Kampung Datuk Keramat,,,Kuala Lumpur,Kuala Lumpur,"54000",Malaysia,,,,,yes,
,101.7247658,3.1646112,taxi,Jalan Datuk Keramat,Kampung Datuk Keramat,,,Kuala Lumpur,Kuala Lumpur,"54000",Malaysia,,,,,,
,101.7181484,3.15703,taxi,Persiaran KLCC,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50450",Malaysia,,,,,,
,101.6057262,3.0077199,subway_entrance,Persiaran Puchong Perdana,Puchong Perdana,,,Majlis Bandaraya Subang Jaya,Selangor,"47150",Malaysia,,B,,,,
,101.6050701,3.0079737,subway_entrance,Persiaran Puchong Perdana,Puchong Perdana,,,Majlis Bandaraya Subang Jaya,Selangor,"47150",Malaysia,,A,,,,
,101.6050351,3.1126916,subway_entrance,Lebuhraya Damansara–Puchong,Kelana Jaya,,,Petaling Jaya,Selangor,"47301",Malaysia,,,,,,
,102.0939153,2.5913053,taxi,Jalan Dato’ Undang,,,Rembau,,Negeri Sembilan,"71300",Malaysia,,,,,,
Perhentian Bas Rembau,102.0936721,2.5914703,bus_station,Jalan Dato’ Undang,,,Rembau,,Negeri Sembilan,"71300",Malaysia,,,station,,,
,101.7235799,3.1318192,taxi,Jalan Shelley,Maluri,,,Kuala Lumpur,Kuala Lumpur,"50988",Malaysia,,,,,,
Sri Bintang,102.0102734,5.2306795,station,D233,,,,,Kelantan,,Malaysia,Keretapi Tanah Melayu,,station,,,KTM Intercity
,101.7013943,3.1447429,subway_entrance,Jalan Pudu,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50150",Malaysia,,,,,,
,101.6633646,3.0617791,subway_entrance,Jalan 4/155,Taman OUG,,,,Kuala Lumpur,"47180",Malaysia,,,,,,
A,101.6623773,3.0620618,subway_entrance,Jalan 4/155,Taman OUG,,,,Kuala Lumpur,"47180",Malaysia,,A,,,,
Hab Bas Padang Besar,100.3210987,6.6613818,bus_station,Jalan Kangar-Padang Besar,,,Padang Besar,,Perlis,"02100",Malaysia,myBas,,station,,,
Terminal Bas Bagan Datuk (Sementara),100.7874402,3.9920309,bus_station,Jalan Panglima,,,Bagan Datuk,,Perak,"36100",Malaysia,MARA Liner,,station,,,
Drop Off,101.5515679,3.2732935,taxi,Lebuhraya Utara–Selatan,,,Kuang,Majlis Perbandaran Selayang,Selangor,"48050",Malaysia,,,,,,
,101.5807099,3.2064031,taxi,Jalan Kuala Selangor,,,,Petaling Jaya,Selangor,"47830",Malaysia,,,,,,
,101.5804472,3.2065957,taxi,Jalan Sungai Buloh - Subang,,,,Petaling Jaya,Selangor,"47830",Malaysia,,,,,,
,101.6388821,3.2140336,taxi,Jalan Kepong,,,Kepong,,Kuala Lumpur,"52100",Malaysia,,,,,,
,101.6715856,3.083798,taxi,Jalan Awan Mendung,Taman OUG,,,Kuala Lumpur,Kuala Lumpur,"58200",Malaysia,,,,,,
Kolej Profesional MARA,104.2200476,1.5649736,bus_station,Jalan Ungku Abdul Aziz,,,Bandar Penawar,,Johor,"81930",Malaysia,,,,,,
Kolej Komuniti Bandar Penawar,104.2197794,1.5633917,bus_station,Jalan Ungku Abdul Aziz,,,Bandar Penawar,,Johor,"81930",Malaysia,,,,,,
Terminal Bas & Teksi Bandar Penawar,104.2284563,1.5547045,bus_station,Jalan Dato' Haji Hasan Yunus 1,,,Bandar Penawar,,Johor,"81930",Malaysia,,,,,,
Terminal Sungai Rengit,104.222074,1.3498363,bus_station,Jalan Pasar,,,Sungai Rengit,,Johor,"81620",Malaysia,,,,,,
,101.6137169,3.1593442,taxi,Nucleus Skywalk,Mutiara Damansara,,,Petaling Jaya,Selangor,"47820",Malaysia,,,,,,
,101.7916323,2.9872859,taxi,Jalan Bukit,,,,Majlis Perbandaran Kajang,Selangor,"43000",Malaysia,,,,,,
Hentian Ukay Perdana,101.7781033,3.2121186,bus_station,Jalan Ukay Perdana,Ukay Perdana,Ulu Kelang,,Majlis Perbandaran Ampang Jaya,Selangor,"54200",Malaysia,,,station,,,
Kuala Terengganu Support Base (KTSB),103.1533722,5.3354849,ferry_terminal,Jalan Sultan Zainal Abidin,Batu Buruk,,,Kuala Terengganu,Terengganu,"20000",Malaysia,,,station,,,
,101.7090132,3.1490352,taxi,Jalan Nagasari,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50200",Malaysia,,,,,,
,101.6328772,3.1951659,taxi,Jalan 7A/62A,Bandar Menjalara,,Kepong,,Kuala Lumpur,"52200",Malaysia,,,,,,
,101.6919142,3.1724175,taxi,Jalan Sultan Azlan Shah,Sentul,,,Kuala Lumpur,Kuala Lumpur,"50586",Malaysia,,,,,,
Kuala Lipis,102.0535741,4.1867226,station,Jalan Pekeliling,,,Kuala Lipis,,Pahang,,Malaysia,Keretapi Tanah Melayu,,station,,,KTM Intercity
Padang Tengku,101.9903631,4.2326598,station,"8",,,,,Pahang,"27100",Malaysia,Keretapi Tanah Melayu,,station,,,KTM Intercity
Grab,101.7181605,3.1477795,taxi,Jalan Bukit Bintang,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"55100",Malaysia,,,,,,
,101.7367964,3.1529464,taxi,Jalan 1/76E,Kampung Pandan,,,Kuala Lumpur,Kuala Lumpur,"50600",Malaysia,,,,,,
Kompleks Chai Leng Intercity Bus,100.3938118,5.3815946,bus_station,Lebuhraya Lingkaran Luar Butterworth,Seberang Jaya,,,,Pulau Pinang,"14000",Malaysia,,,station,,,
,101.6815859,2.9060486,taxi,Persiaran Perdana,,,,Putrajaya,Putrajaya,"62100",Malaysia,,,,,,
,101.7248335,3.1264647,taxi,,Maluri,,,Kuala Lumpur,Kuala Lumpur,"50988",Malaysia,,,,,,
,101.6756193,3.0553547,taxi,Jalan Jalil Perkasa 1,Bukit Jalil,,,,Kuala Lumpur,"57000",Malaysia,,,,,,
,103.7624109,1.5451747,taxi,Jalan Sagu 8,,,Tebrau,,Johor,"81100",Malaysia,,,,,,
Pa Lungan Old Airport,115.5290559,3.789056,aerodrome,,,,Bario,,Sarawak,,Malaysia,,,,,,
Temangan,102.1519364,5.7026485,station,D215,,,,,Kelantan,,Malaysia,Keretapi Tanah Melayu,,station,,,KTM Intercity
Terminal Bestari Jaya,101.4100222,3.3773758,bus_station,Jalan Bukit Badong,,,Bestari Jaya,,Selangor,"45600",Malaysia,,KS62,station,,,
,101.4098945,3.3774005,taxi,Jalan Bukit Badong,,,Bestari Jaya,,Selangor,"45600",Malaysia,,,,,,
Hentian Teksi (Kereta Sewa) Bandar Diraja Arau,100.2695004,6.4302309,taxi,Jalan Tuanku Syed Sirajuddin,,,Arau,,Perlis,"02800",Malaysia,"Persatuan Usahawan Kereta Sewa dan Pelancongan Bersatu Cemerlang Arau, Perlis (PERUSPER)",,,,,
Terminal Bas Daerah Beaufort,115.7457552,5.3463845,bus_station,Jalan Datuk Lo Chung,Beaufort Jaya,,Beaufort,,Sabah,"89808",Malaysia,,,station,,,
Machang,102.2151502,5.764041,bus_station,Jalan Pasir Puteh,,,Machang,,Kelantan,"18500",Malaysia,,,,,,
,101.6553205,3.1158648,taxi,Persiaran Gagasan,Bangsar,,,Kuala Lumpur,Kuala Lumpur,"50603",Malaysia,,,,,,
Membakut,115.7967191,5.4727192,station,Jalan Membakut Lama,,,Membakut,,Sabah,,Malaysia,,,station,,yes,
,101.678249,3.1047442,taxi,Jalan Klang Lama,Taman Desa,,,Kuala Lumpur,Kuala Lumpur,"58000",Malaysia,,,,,,
,101.6985151,3.1458985,taxi,Jalan Tun Tan Siew Sin,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50000",Malaysia,,,,,,
Bongawan,115.8560705,5.5394069,station,Jalan Bongawan Spur,,,Bongawan,,Sabah,,Malaysia,,,station,,yes,
Kimanis,115.8883036,5.6150677,station,Jalan Pekan Kimanis,,,,,Sabah,,Malaysia,,,station,,yes,
Papar,115.9323045,5.7326155,station,Jalan Takis,,,Papar,,Sabah,"89608",Malaysia,,,station,,yes,
Kawang,116.0188134,5.7723484,station,Jalan S.R.K. Kawang,,,,,Sabah,"89600",Malaysia,,,station,,yes,
,101.6185273,3.1458511,taxi,Persiaran Bandar Utama,Bandar Utama,,,Petaling Jaya,Selangor,"60000",Malaysia,,,,,,
Bunut Susu,102.1743794,6.0945157,station,Jalan Bunut Susu,,,,,Kelantan,"17030",Malaysia,Keretapi Tanah Melayu,,station,,,KTM Intercity
Kampung Kok Pasir,102.2077795,6.1629864,station,Jalan Kok Pasir,,,,,Kelantan,"16040",Malaysia,Keretapi Tanah Melayu,,station,,yes,KTM Intercity
First World Hotel Lobby,101.7949394,3.4249371,taxi,Jalan Ion D'Elemon,,,Genting Highlands,,Pahang,"69000",Malaysia,,,,,,
,101.7922043,3.423361,taxi,Genting Grand,,,,,Selangor,"69000",Malaysia,,,,,,
,101.7914713,3.4236259,taxi,Genting Grand,,,,,Selangor,"69000",Malaysia,,,,,,
,101.7924895,3.4221959,taxi,Resort Hotel,,,Genting Highlands,,Pahang,"69000",Malaysia,,,,,,
Tawau Ferry Terminal,117.8847351,4.2418608,ferry_terminal,Lorong Pasar Raya,,,,Tawau,Sabah,"91007",Malaysia,,,station,,,
,117.8837125,4.2451353,taxi,Jalan Wing Lok,,,,Tawau,Sabah,"91007",Malaysia,,,,,,
,117.8854319,4.2447985,taxi,Jalan Dominic,,,,Tawau,Sabah,"91007",Malaysia,,,,,,
Watertaxi - Taman Botani (01),101.6926966,2.9440742,ferry_terminal,Lebuh Perdana Barat,,,,Putrajaya,Putrajaya,"62514",Malaysia,,,station,,,
Terminal Bas Sri Indah,118.0076054,4.2647083,bus_station,A5,,,,Tawau,Sabah,,Malaysia,,,station,,,
Batu Caves,101.6822452,3.2358905,taxi,Jalan Batu Caves,,,Batu Caves,Majlis Perbandaran Selayang,Selangor,"68100",Malaysia,,,,,,
Terminal Semporna Tawau,118.6108675,4.4787074,bus_station,Jalan Balung - Semporna,,,Semporna,,Sabah,"91300",Malaysia,Persatuan Pengusaha Bas Bumiputera Semporna,,station,,,
Terminal Feri Kudat,116.8466386,6.8795171,ferry_terminal,Jalan Hoi,,Kudat,,,Sabah,"89058",Malaysia,,,station,,,
Bintangor,111.6367614,2.1715893,bus_station,Jalan Maju,,,Bintangor,,Sarawak,"96500",Malaysia,Borneo Amalgamated Transport Co Bhd,,station,,,Borneo Bus
,102.4216543,3.4495877,taxi,Jalan Semantan 1,,,,Temerloh,Pahang,"28000",Malaysia,,,,,,
,101.1295,5.4303441,taxi,Jalan Tun Saban,,,Gerik,,Perak,"33300",Malaysia,,,,,,
Jeti Awam (Sementara) Sipitang,115.5440098,5.068901,ferry_terminal,Jalan Tanjung Pagar,,,Sipitang,,Sabah,"89850",Malaysia,Jabatan Pelabuhan dan Dermaga Sabah,,station,,,
,102.2502665,2.2203097,taxi,Lingkaran Melaka Sentral,,,,Bandaraya Melaka,Melaka,"75400",Malaysia,,,,,,
,110.4527006,1.46381,bus_station,Jalan Datuk Mohamad Musa,,,,Kota Samarahan,Sarawak,"94300",Malaysia,,,station,,,
marudi taxi station,114.3224966,4.1780074,taxi,jalan kapitan lim ching kiat,,,Marudi,,Sarawak,,Malaysia,,,,,,
Blok C,101.6391299,3.1124036,taxi,Jalan Kemajuan,,,,Petaling Jaya,Selangor,"46200",Malaysia,,,,,,
Blok A,101.6385322,3.1117275,taxi,Jalan Kemajuan,,,,Petaling Jaya,Selangor,"46200",Malaysia,,,,,,
,117.8864851,4.2454619,taxi,Jalan Klinik,,,,Tawau,Sabah,"91007",Malaysia,,,,,,
Stesen Operasi Bekok,103.1684331,2.2162867,halt,Jalan Bekok - Paloh,,,,,Johor,,Malaysia,KTM,,station,,,
,103.3298153,1.9850882,halt,Jalan Kluang-Renggam,,,Renggam,,Johor,,Malaysia,,,station,,,
,110.3425743,1.5585061,taxi,Jalan Khoo Hun Yeang,,,,Kuching,Sarawak,"93000",Malaysia,,,,,,
C,101.6365694,3.1163211,taxi,Jalan 13/6,,,,Petaling Jaya,Selangor,"46200",Malaysia,,,,,,
B,101.6369308,3.1175525,taxi,Jalan 13/6,,,,Petaling Jaya,Selangor,"46200",Malaysia,,,,,,
E,101.6375344,3.1170021,taxi,Jalan 13/6,,,,Petaling Jaya,Selangor,"46200",Malaysia,,,,,,
,101.5939611,3.1318724,taxi,Persiaran Tropicana,,,,Petaling Jaya,Selangor,"47410",Malaysia,,,,,,
,101.7150757,3.1284023,subway_entrance,Jalan Metro Pudu 1,Pudu,,,Kuala Lumpur,Kuala Lumpur,"55720",Malaysia,,,,,,
Terminal Bas Benut,103.2596098,1.6387447,bus_station,Jalan Jaafar,,,Benut,,Johor,,Malaysia,,,station,,,
,100.9816777,3.7681037,taxi,Jalan Mohd,,,Sabak Bernam,,Selangor,"45200",Malaysia,,,,,,
,101.9959554,2.6603535,taxi,Jalan Sungai Gadut - Rantau,Sungai Gadut,,,Seremban,Negeri Sembilan,"71450",Malaysia,,,,,,
,101.9718011,2.6899453,taxi,Lorong Bukit Emas 12-1,Senawang,,,Seremban,Negeri Sembilan,"70990",Malaysia,,,,,,
,101.7179091,3.1211078,subway_entrance,Jalan 1/93,Cheras,,,,Kuala Lumpur,"55200",Malaysia,,,,,,
Taxi Stand (TRX),101.7198021,3.1425469,taxi,MRT Plaza (TRX Link),Pudu,,,Kuala Lumpur,Kuala Lumpur,"55188",Malaysia,,,,,,
,101.7063302,3.1680047,taxi,Jalan Raja Muda Abdul Aziz,,,,Kuala Lumpur,Kuala Lumpur,"50572",Malaysia,,,,,,
,113.8471269,4.057277,ferry_terminal,Jalan Dahlia,,,Bekenu,,Sarawak,"98150",Malaysia,,,station,,,
,101.7109255,3.0767924,subway_entrance,Jalan 17/141,,,,,Kuala Lumpur,"57100",Malaysia,,,,,,
,101.7115676,3.0758967,subway_entrance,Jalan Lingkaran Tengah 2,Sungai Besi,,,,Kuala Lumpur,"57100",Malaysia,,,,,,
,101.7577259,3.0485313,taxi,Jalan Suakasih,Cheras,,,Majlis Perbandaran Kajang,Selangor,"43200",Malaysia,,,,,,
Lata Berkoh,102.386755,4.4362769,ferry_terminal,Rentis Gunung Tahan,,,,,Pahang,,Malaysia,,,,,,
Jeti Kuala Terenggan,102.4409912,4.4315955,ferry_terminal,Kuala Tahan - Kuala Terenggan Lodge,,,,,Pahang,,Malaysia,,,,,,
,102.4341254,4.4089389,ferry_terminal,Kuala Tahan - Kuala Terenggan Lodge,,,,,Pahang,,Malaysia,,,,,,
Jeti Resort Tasik Raban,100.9470848,5.0009391,ferry_terminal,Seri Raban 8,,,,,Perak,"33030",Malaysia,,,,,,
Jeti Dataran Tasik Raban,100.9460408,5.0020038,ferry_terminal,Seri Raban 8,,,,,Perak,"33030",Malaysia,,,,,,
,100.9865662,5.0062874,ferry_terminal,A343,,,,,Perak,"33030",Malaysia,,,,,,
,101.7031283,3.1784308,taxi,Jalan Kuantan,Sentul,,,Kuala Lumpur,Kuala Lumpur,"50586",Malaysia,,,,,,
,101.6975946,3.1506046,taxi,Jalan Ampang,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50100",Malaysia,,,,,,
,101.6968739,3.1497514,taxi,Jalan Melaka,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50050",Malaysia,,,,,,
,99.6613136,6.3856576,station,Langkawi Sky Bridge,,,,,Kedah,,Malaysia,,,,,,
,101.7271448,3.1233811,subway_entrance,Jalan Galian,Cheras,,,Kuala Lumpur,Kuala Lumpur,"51500",Malaysia,,,,,,
,101.7030245,3.1695568,taxi,Jalan Doktor Latiff,Sentul,,,Kuala Lumpur,Kuala Lumpur,"50586",Malaysia,,,,,,
,101.738876,3.1303435,subway_entrance,Lebuhraya Sungai Besi (Hubungan Pandan Indah),Pandan Indah,Ampang,,Majlis Perbandaran Ampang Jaya,Selangor,"51500",Malaysia,,,,,,
Pengakalan Teksi,101.8557997,3.7965753,taxi,Jalan Perdagangan 4,,,Raub,,Pahang,,Malaysia,,,,,,
Biaramas Express,110.3362338,1.5137581,bus_station,Jalan Datuk Tawi Sli,,,,Kuching,Sarawak,"93000",Malaysia,,,station,,,
,101.7148241,3.1608265,taxi,Persiaran Hampshire,Kampung Datuk Keramat,,,Kuala Lumpur,Kuala Lumpur,"50400",Malaysia,,,,,,
,114.0314904,4.4125352,ferry_terminal,Jalan Permyjaya By Pass,,,,Miri,Sarawak,"98000",Malaysia,,,,,,
,114.0203096,4.4112402,ferry_terminal,Jalan Miri By Pass,,,,,Sarawak,"98000",Malaysia,,,,,,
Keretapi Tanjung Aru,116.0602831,5.9474499,station,Jalan Aeropod,,,,Kota Kinabalu,Sabah,"88200",Malaysia,,,station,,,
,100.7457598,5.8177049,bus_station,Jalan Derdap 1,,,Sik,,Kedah,"08200",Malaysia,,,station,,,
Bertam Baru,102.0454822,5.1438718,station,D233,,,,,Kelantan,,Malaysia,Keretapi Tanah Melayu,,station,,,KTM Intercity
,114.994507,4.7799546,pier,Jambatan Seberang Kedai,,,,,Sarawak,"98709",Malaysia,,,,,,
,101.7126176,3.089771,subway_entrance,Lebuhraya Salak,Bandar Sri Permaisuri,,,,Kuala Lumpur,"51020",Malaysia,,,,,,
,101.7126505,3.0892542,taxi,Lebuhraya Salak,Bandar Sri Permaisuri,,,,Kuala Lumpur,"51020",Malaysia,,,,,,
Old Bus Stand,102.9331535,1.8544923,bus_station,Jalan Omar,,,,Batu Pahat,Johor,"83000",Malaysia,,,station,,,
,101.6712778,3.0622304,subway_entrance,Jalan 4/155,Taman OUG,,,,Kuala Lumpur,"57000",Malaysia,,,,,,
Perhentian Bas Serdang,100.6119361,5.2113439,bus_station,Jalan Kuala Ketil – Merbau Pulas – Lunas – Bandar Baharu,,,Serdang,,Kedah,"09800",Malaysia,Majlis Daerah Bandar Baharu,,station,,,
Teksi Pusat Bandar Ayer Hitam,103.1826295,1.9200619,taxi,Jalan Bandar Baru 5,,,Ayer Hitam,,Johor,"86100",Malaysia,,,,,,
Teksi Mersing,103.8326561,2.4309222,taxi,Jalan Jeti,,,Mersing,,Johor,"86800",Malaysia,,,,,,
Watertaxi - Cruise Tasik (03),101.6903059,2.9336099,ferry_terminal,Persiaran Perdana,,,,Putrajaya,Putrajaya,"62675",Malaysia,,,station,,,
Watertaxi - Zenith Hotel (04),101.6868307,2.9301438,ferry_terminal,Jalan P2 A,,,,Putrajaya,Putrajaya,"62592",Malaysia,,,station,,,
Watertaxi - Anjung Floria (07),101.6773869,2.9130559,ferry_terminal,Jambatan Seri Saujana,,,,Putrajaya,Putrajaya,"62100",Malaysia,,,station,,,
,100.916953,5.6740419,taxi,Lorong Syed Sheh 1,,,Baling,,Kedah,"09100",Malaysia,,,,,,
Watertaxi - Jakim (06),101.6803971,2.9179339,ferry_terminal,Jalan P3H,,,,Putrajaya,Putrajaya,"62618",Malaysia,,,station,,,
,101.6824785,2.9227186,ferry_terminal,Jalan Tunku Abdul Rahman,,,,Putrajaya,Putrajaya,"62618",Malaysia,,,,,,
Watertaxi - Kelab Tasik (02),101.6885719,2.9405214,ferry_terminal,Lebuh Perdana Barat,,,,Putrajaya,Putrajaya,"62250",Malaysia,,,station,,,
,101.7100461,3.146085,subway_entrance,Jalan Bukit Bintang,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"55100",Malaysia,,A,,,,
E,101.7116088,3.1470428,subway_entrance,Jalan Bukit Bintang,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"55100",Malaysia,,E,,,no,
,116.072783,5.9835834,ferry_terminal,Jalan Tun Fuad Stephens,,,,Kota Kinabalu,Sabah,"88675",Malaysia,,,,,,
,101.3612822,2.9074435,ferry_terminal,Lengkungan Ikan Yu,,,,Bandaraya Klang,Selangor,,Malaysia,,,station,,,
,101.6882931,3.1038856,taxi,Jalan Desa Bakti,Taman Desa,,,,Kuala Lumpur,"58100",Malaysia,,,,,,
IPD Pantai,101.6673175,3.117186,taxi,Lengkok Pantai Baharu 3,,,,Kuala Lumpur,Kuala Lumpur,"50614",Malaysia,,KL1191,platform,,,
,101.7165475,3.1621944,taxi,Jalan Mayang Sari,Kampung Datuk Keramat,,,Kuala Lumpur,Kuala Lumpur,"50450",Malaysia,,,,,,
,101.7220949,3.1554098,taxi,Jalan Tun Razak,Kampung Datuk Keramat,,,Kuala Lumpur,Kuala Lumpur,"50450",Malaysia,,,,,,
,100.2749703,5.400815,bus_station,Jalan Balik Pulau,Mukim 16,,,George Town,Pulau Pinang,"11060",Malaysia,,,,,,
Terminal Bidor Sentral,101.2795984,4.1312135,bus_station,Jalan Serentang 11,,,Bidor,,Perak,"35500",Malaysia,Perak Transit Berhad,,station,,,
,101.6228263,3.104716,subway_entrance,Jalan 20/17,,,,Petaling Jaya,Selangor,"46300",Malaysia,,,,,,
Grab C,101.7059841,3.1404443,taxi,Jalan Hang Tuah,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"55200",Malaysia,,C,,,,
,101.7228758,3.095537,taxi,Jalan Yaacob Latif,Cheras,,,Kuala Lumpur,Kuala Lumpur,"51020",Malaysia,,,,,,
,101.7195366,3.084579,taxi,Jalan Ikhlas,Cheras,,,Kuala Lumpur,Kuala Lumpur,"51020",Malaysia,,,,,,
,101.713736,3.1632542,taxi,Lorong Yap Kwan Seng,Kampung Datuk Keramat,,,Kuala Lumpur,Kuala Lumpur,"50400",Malaysia,,,,,,
,102.2389159,6.1272148,taxi,Jalan Suara Muda,,,,Kota Bharu,Kelantan,"15000",Malaysia,,,,,,
,101.5753242,2.996321,taxi,Persiaran Putra Indah,Putra Heights,,,Majlis Bandaraya Subang Jaya,Selangor,"47650",Malaysia,,,,,,
,101.6895755,3.1638553,taxi,Jalan Tun Ismail,,,,Kuala Lumpur,Kuala Lumpur,"50350",Malaysia,,,,,,
,101.7215581,3.2196763,subway_entrance,Persiaran Pertahanan,,,,Kuala Lumpur,Kuala Lumpur,"53100",Malaysia,,,,,,
,101.6654544,2.9394486,taxi,Persiaran APEC,,,Cyberjaya,Sepang,Selangor,"61250",Malaysia,,,,,,
Kampung Machang,102.1537741,6.064611,station,Jalan Padang To' La,,,Pasir Mas,,Kelantan,"17000",Malaysia,Keretapi Tanah Melayu,,station,,,KTM Intercity
Kampung (Slow) Machang,102.1538102,6.0645884,station,Jalan Padang To' La,,,Pasir Mas,,Kelantan,"17000",Malaysia,Keretapi Tanah Melayu,,station,,,KTM Intercity
Chicha Tinggi,102.1420175,5.9963242,station,D187,,,,,Kelantan,"17000",Malaysia,Keretapi Tanah Melayu,,station,,,KTM Intercity
To' Uban,102.1439834,5.9657989,station,Jalan Kampung Sila,,,,,Kelantan,"17040",Malaysia,Keretapi Tanah Melayu,,station,,,KTM Intercity
Sungai Keladi,102.1563219,5.9176152,station,Jalan Pasir Mas - Tanah Merah,,,,,Kelantan,"17060",Malaysia,Keretapi Tanah Melayu,,station,,,KTM Intercity
